gold_no,gold_domain,selection_reason,selection_bucket,source_status,claim_id,article_id,title,date,url,claim_text,metric,org_id,tbl_id,obj_l1,obj_l2,itm_id,prd_se,refined_claim_type,refined_claim_number,actual_period,actual_prev_period,refined_actual_number,refined_verdict,api_error,reviewer_note,manual_kosis_evidence,remap_kosis_evidence
83,소매,층화표본:판단불가,판단불가,판단불가_API조회실패,C02244,304,김값은 金값인데 산지 물김은 폭락…3000t 버려졌다,2025-01-24,https://www.chosun.com/economy/economy_general/2025/01/24/2KMYIYIKNZFNTBAH6SIVSRIBAQ,24일 농수산식품유통공사에 따르면 마른김(중품) 10장 평균 소매 가격은 전날 기준 1467원이었다.,금액,101,DT_1EW0001,0,,T01,Y,LEVEL,1467.0,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),어업생산동향 후보 선택. 어업/판매형태/지역 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,
84,소매,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C03489,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,0 작년 물품 소비에 해당하는 소매 판매가 전년 대비 2.2% 줄어들면서 21년 만에 최대 감소 폭을 기록했다.,비율·증감률,101,DT_1K41012,G12,,T2,Y,CHANGE_RATE,2.2,2024,2023,-4.226918798665196,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 가전제품(G12),,
85,소매,기존 정확시점 불일치 22건 포함,정확시점22,재검토필요_정확시점불일치,C03495,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,소매 판매 감소는 지난 2022년(-0.3%)과 2023년(-1.5%)에 이어 3년 연속이다.,비율·증감률,101,DT_1K41012,G0,,T2,Y,CHANGE_RATE,-1.5,2023,2022,-1.327014218009484,일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,
86,소매,기존 수동확정 근거 앵커,확정근거,검증완료_수동확정일치,C03497,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,감소 폭은 지난 2003년(-3.2%) 이후 21년 만에 가장 크다.,비율·증감률,101,DT_1K41012,G0,,T2,Y,CHANGE_RATE,-3.2,2003,2002,-3.2,일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),"2002 62.5 -> 2003 60.5, 감소율 -3.2%로 주장 -3.2%와 일치",
87,소매,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C03498,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"의복 등 준내구재(-3.7%)와 승용차 등 내구재(-3.1%), 음·식료품 등 비내구재(-1.4%)가 일제히 감소했다.",비율·증감률,101,DT_1K41012,G11,,T2,Y,CHANGE_RATE,-1.4,2025,2024,10.965794768611662,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 승용차(G11),,
88,소매,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C03562,448,끝이 안 보이는 내수 부진… 소매 판매 21년 만에 최대 감소,2025-02-04,https://www.chosun.com/economy/economy_general/2025/02/04/54YXZORW2RA5FHIRI552AGTUY4,작년 1월 대비 11.8% 줄어든 수치다.,비율·증감률,101,DT_1K41012,G0,,T2,M,LEVEL,11.8,202401,202312,100.6,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,
89,소매,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C03563,448,끝이 안 보이는 내수 부진… 소매 판매 21년 만에 최대 감소,2025-02-04,https://www.chosun.com/economy/economy_general/2025/02/04/54YXZORW2RA5FHIRI552AGTUY4,"특히 캐스퍼(-69.2%), 레이(-6.2%) 등 경차와 포터(-32.3%), 봉고(-21.3%) 등 상용차 판매 감소가 두드러졌다.",비율·증감률,101,DT_1K41012,G0,,T2,Y,CHANGE_RATE,-21.3,2025,2024,0.29382957884428146,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,
90,소매,기존 정확시점 불일치 22건 포함,정확시점22,재검토필요_정확시점불일치,C05090,647,작년 전국 17시도서 소매 판매 모두 감소,2025-02-19,https://www.chosun.com/economy/economy_general/2025/02/19/RJYMVJUXSVDMLGCBFOUI5AVBXE,"2022년(-0.3%), 2023년(-1.5%)에 이어 3년 연속 감소해 1995년 관련 통계 집계 시작 이후 최장 기간 감소세를 기록했다.",비율·증감률,101,DT_1K41012,G0,,T2,Y,CHANGE_RATE,-1.5,2023,2022,-1.327014218009484,일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,
91,소매,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C05091,647,작년 전국 17시도서 소매 판매 모두 감소,2025-02-19,https://www.chosun.com/economy/economy_general/2025/02/19/RJYMVJUXSVDMLGCBFOUI5AVBXE,"지역별로 보면, 울산(–6.6%)과 경기(-5.7%), 강원(-5.3%), 인천(-5%), 서울(-4.4%) 등 전국 17시도에서 모두 소매 판매가 감소했다.",비율·증감률,101,DT_1K41018,11,,T2,Y,CHANGE_RATE,-4.4,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),시도별 소매판매액지수 후보 선택. 지역/상품군 코드 확인 필요 | 업종별 objL2는 총지수(A0) 필요 가능성 있음 | 지역 코드 자동 후보 입력; 업종별 objL2 후보=A0(총지수),,
92,소매,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C05093,647,작년 전국 17시도서 소매 판매 모두 감소,2025-02-19,https://www.chosun.com/economy/economy_general/2025/02/19/RJYMVJUXSVDMLGCBFOUI5AVBXE,"한편 통계청은 이날 작년 서비스업 생산이 전년보다 1.4% 증가했지만, 폭이 2023년(3.2%)의 절반 이하로 꺾였다고 밝혔다.",비율·증감률,101,DT_1K41012,G0,,T2,Y,CHANGE_RATE,3.2,2024,2023,-1.921229586935639,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,
93,소매,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C09020,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,1월 소매판매는 0.7% 감소했었다.,비율·증감률,101,DT_1K41018,31,,T2,M,CHANGE_RATE,0.7,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),시도별 소매판매액지수 후보 선택. 지역/상품군 코드 확인 필요 | 업종별 objL2는 총지수(A0) 필요 가능성 있음 | 지역 코드 자동 후보 입력; 업종별 objL2 후보=A0(총지수),,
94,소매,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C14809,1944,3개월만에 생산·소비·투자 ‘트리플 감소’...다시 고개 든 경기 부진,2025-05-30,https://www.chosun.com/economy/economy_general/2025/05/30/DA5UIPBNGBANNJUP4OGVELDMBA,"서비스 소비를 나타내는 서비스업 생산은 도소매 등에서 늘었지만, 전문·과학·기술, 금융·보험 등에서 줄면서 전월보다 0.1% 감소했다.",비율·증감률,101,DT_1KC2020,T,,T1,M,CHANGE_RATE,0.1,202504,202503,-1.9047619047619007,불일치,,서비스업생산지수 후보 선택. 산업/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,
95,소매,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C16772,2207,정부 작년 쌀 너무 많이 사들여… 가격 19개월來 최고,2025-06-19,https://www.chosun.com/economy/economy_general/2025/06/19/OFPRME6OBVHBTOWNXMX52M3TVI,"한국농수산식품유통공사(aT)에 따르면, 지난 17일 기준 쌀 20㎏ 소매 가격은 5만8386원으로 전년 동월 대비 8.7% 올랐다.",비율·증감률,101,DT_1EW0001,0,,T01,M,CHANGE_RATE,8.7,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),어업생산동향 후보 선택. 어업/판매형태/지역 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,
96,소매,층화표본:판단불가,판단불가,판단불가_API조회실패,C18903,2479,때이른 역대급 폭염에… 농수산물 줄줄이 올라 ‘비상’,2025-07-10,https://www.chosun.com/economy/economy_general/2025/07/10/NXE3Y4QH2RB6XIIY7EH3S3CJXI,"◇수박 한 통 가격 26% 올라 9일 한국농수산식품유통공사(aT)에 따르면, 지난 8일 수박 1통의 소매 가격은 2만6091원으로 집계됐다.",비율·증감률,101,DT_1EW0001,0,,T01,Y,LEVEL,6091.0,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),어업생산동향 후보 선택. 어업/판매형태/지역 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,
97,소매,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C19700,2601,KDI “소비쿠폰 지급 후 매출 5% 늘어”..8월소매판매 통계와 상반된 결과,2025-10-01,https://www.chosun.com/economy/economy_general/2025/10/01/RWJASCUOGVGHBKEHKQCJIVYCEI/,전체 소비쿠폰 사용액 약 5조원의 42.5%가 기존 사용처가 아닌 새로 생겨난 소비라는 뜻이다.,비율·증감률,101,DT_1K41012,G32,,T2,Y,LEVEL,5.0,2025,2024,138.9,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 의약품(G32),,
98,소매,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C19703,2601,KDI “소비쿠폰 지급 후 매출 5% 늘어”..8월소매판매 통계와 상반된 결과,2025-10-01,https://www.chosun.com/economy/economy_general/2025/10/01/RWJASCUOGVGHBKEHKQCJIVYCEI/,"실제로 국가데이터처가 지난달 30일 발표한 ‘8월 산업활동동향’에 따르면, 1인당 15만~45만원의 1차 민생회복 소비쿠폰이 본격적으로 지급된 8월 소매판매액은 전월 대비 2.4% 감소했다.",비율·증감률,101,DT_1K41012,G0,,T2,M,CHANGE_RATE,2.4,202508,202507,-3.779069767441866,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,
99,소매,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C19768,2609,"밥상 물가 비상… 쌀 소매가 27만원 돌파, 전년比 30% 증가",2025-10-04,https://biz.chosun.com/distribution/food/2025/10/04/HZHJBLXLJJBYDEGLBFTUK7VMCM/,쌀 소매가격이 지난해보다 30% 가까이 급등해 한 가마에 27만원을 넘었다.,비율·증감률,101,DT_1J22003,T10,,T,Y,LEVEL,27.0,2024,2023,114.18,불일치,,소비자물가지수 후보 선택. 지역/품목 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,
100,소매,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C20212,2672,"‘반도체 효과’에 투자는 급증, 생산은 한 달 만에 반등… 소비 쿠폰 효과 단기에 끝난 소매 판매는 두 달째 ‘뒷걸음’",2025-10-31,https://www.chosun.com/economy/economy_general/2025/10/31/CUFPGSG2FJGXFEGSSNASWN7IVY/,당초 0.9% 전망에서 상향 조정 가능성을 시사한 것이다.,비율·증감률,101,DT_1K41012,G0,,T2,Y,LEVEL,0.9,2025,2024,102.4,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,
