gold_no,gold_domain,selection_reason,selection_bucket,source_status,claim_id,article_id,title,date,url,claim_text,metric,org_id,tbl_id,obj_l1,obj_l2,itm_id,prd_se,refined_claim_type,refined_claim_number,actual_period,actual_prev_period,refined_actual_number,refined_verdict,api_error,reviewer_note,manual_kosis_evidence,remap_kosis_evidence,gold_review_status,gold_reviewed_at,baseline_verifiable_pred,gold_verifiable,gold_exclusion_reason,gold_org_id,gold_tbl_id,gold_obj_l1,gold_obj_l2,gold_itm_id,gold_prd_se,gold_target_number,gold_target_period,gold_prev_period,gold_calculation_mode,gold_mapping_note,codebook_api_success,codebook_actual_number,codebook_current_value,codebook_previous_value,codebook_unit,gold_verdict,gold_diff,gold_evidence,codebook_api_error,baseline_eligibility_correct,baseline_table_correct,baseline_item_correct,baseline_period_correct,baseline_item_period_correct,baseline_api_success,baseline_verdict_correct
55,무역,기존 정확시점 불일치 22건 포함,정확시점22,재검토필요_정확시점불일치,C10172,1313,대기업 의존하던 中企… 이젠 K뷰티·첨단 장비 ‘독자 수출’,2025-04-11,https://www.chosun.com/economy/industry-company/2025/04/11/LZREOYA2CZCXVDFDG6FBQEH56A,"◇화장품, K중기 글로벌 진출의 ‘간판’ 작년 우리 중소기업의 화장품 수출액은 약 68억달러(약 9조9200억원)로, 국내 화장품 전체 수출(102억달러) 중 67%를 차지한다.",무역지표,360,DT_1R11001_FRM101,13102112831A.553,,13103112831T1,Y,LEVEL,102.0,2024,2023,98.29853,일치,,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 향수 및 화장품,,,수동확정,2026-07-14,Y,N,지역·분류 불일치,,,,,,,,,,,중소기업 여부와 화장품 품목을 동시에 구분할 수 없음,N/A,,,,,판단불가,,지역·분류 불일치: 중소기업 여부와 화장품 품목을 동시에 구분할 수 없음,,N,N/A,N/A,N/A,N/A,N/A,N
56,무역,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C10228,1318,美 소비자심리지수 4달째 급락… ‘인플레 우려’ 1981년 이후 최고치,2025-04-12,https://www.chosun.com/economy/industry-company/2025/04/12/PDKJXD54YJF6BF6LBD3WPDRYDQ,"트럼프 대통령은 중국산에 대해 총 145%의 관세를 부과하자, 중국은 미국산 수입품 관세를 125% 올려 대응했다.",무역지표,360,DT_1R11006_FRM101,13102103829E.US,,13103103829T2,Y,LEVEL,125.0,2025,2024,73366048.0,불일치,,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,,,수동확정,2026-07-14,Y,N,KOSIS 미제공,,,,,,,,,,,미중 관세율,N/A,,,,,판단불가,,KOSIS 미제공: 미중 관세율,,N,N/A,N/A,N/A,N/A,N/A,N
57,무역,층화표본:판단불가,판단불가,판단불가_API조회실패,C11172,1439,내달 제조업 경기 전망 30개월 만에 최저 기록,2025-04-21,https://www.chosun.com/economy/economy_general/2025/04/21/QNISFLMHSZFOFBXQI62EAJUKJ4,제조업 경기 전망 지수가 급격히 떨어진 주요 원인은 지난 2일(현지 시각) 발표된 트럼프발 상호 관세 폭풍 여파로 인해 생산과 수출 전망 모두 크게 나빠졌기 때문이다.,무역지표,360,DT_1R11001_FRM101,13102112831A.A,,13103112831T1,Y,LEVEL,,2025,2024,709330045.0,판단불가,,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,N,N,정보 부족,,,,,,,,,,,정량 목표값이 없는 전망 설명,N/A,,,,,판단불가,,정보 부족: 정량 목표값이 없는 전망 설명,,Y,N/A,N/A,N/A,N/A,N/A,Y
58,무역,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C18644,2442,트럼프 ‘관세 편지’ 막아라… 여한구 “올코트 프레싱”,2025-07-07,https://www.chosun.com/economy/industry-company/2025/07/07/HZCBGWGDLBALHLMVOALK74ZYJY,트럼프 대통령은 그 전날에도 기자들과 만난 자리에서 “관세율은 10~20%에서 60~70%까지 다양할 것”이라면서 새로운 관세율이 적용되는 시점으로는 “8월 1일”을 제시했다.,무역지표,360,DT_1R11001_FRM101,13102112831A.A,,13103112831T1,M,ABS_TO_ABS,70.0,202605,202604,87821386.0,불일치,,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,N,KOSIS 미제공,,,,,,,,,,,미국 관세율 발언,N/A,,,,,판단불가,,KOSIS 미제공: 미국 관세율 발언,,N,N/A,N/A,N/A,N/A,N/A,N
59,무역,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C19610,2584,6월 자동차 수출액 역대 최대… 시장 다각화 효과,2025-07-18,https://www.chosun.com/economy/industry-company/2025/07/18/C7ULQI2PJZHQFLSGFVXGFOJZBI,"2 지난달 한국의 대미(對美) 자동차 수출액은 지난해 6월보다 감소했으며, 4개월 연속 전년 동기 대비 마이너스였다.",무역지표,360,DT_1R11006_FRM101,13102103829E.00,,13103103829T1,M,CHANGE_RATE,,202406,202306,5.605904067413175,판단불가,,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,N,N,지역·분류 불일치,,,,,,,,,,,자동차 품목과 미국 국가를 동시에 교차해야 함,N/A,,,,,판단불가,,지역·분류 불일치: 자동차 품목과 미국 국가를 동시에 교차해야 함,,Y,N/A,N/A,N/A,N/A,N/A,Y
60,무역,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C20480,2705,3분기 수출 역대 최대… 美 관세 폭탄에도 반도체·지역 다변화로 선방,2025-11-10,https://biz.chosun.com/policy/policy_sub/2025/11/10/FJZFOVSDGBEVDPIJJYVIHAC63E/,"전기전자, 운송장비 부문에서 수출이 늘면서, 광·제조업 수출액은 전년도 3분기 대비 8% 증가했다.",무역지표,360,DT_1R11001_FRM101,13102112831A.7763,,13103112831T1,Q,CHANGE_RATE,8.0,202403,202402,3.8317872430658957,불일치,,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 반도체 디바이스,,,수동확정,2026-07-14,Y,N,지역·분류 불일치,,,,,,,,,,,광제조업 분류와 관세청 품목 분류 기준이 다름,N/A,,,,,판단불가,,지역·분류 불일치: 광제조업 분류와 관세청 품목 분류 기준이 다름,,N,N/A,N/A,N/A,N/A,N/A,N
61,인구,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C02004,279,작년 11월 출생아 14.6% 증가...2010년 이후 최대폭,2025-01-22,https://www.chosun.com/economy/economy_general/2025/01/22/HAHTAVPQ75BJXM4GWC4SNRKAZA,작년 1월부터 11월까지 출생아 수 22만94명으로 전년에 비해 3% 늘어났다.,인구지표,101,INH_1B8000F_01,11,,T1,M,LEVEL,3.0,2024,2023,238317.0,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,DT_1B81A01,00,,T1,M,3.0,202401-202411,202301-202311,SUM_CHANGE,전국 1~11월 출생아 합계 전년비,Y,2.9655207909303165,220061.0,213723.0,명,일치,0.03447920906968349,DT_1B81A01 202401-202411=220061.0; 202301-202311=213723.0; 월별 합계의 전년비; 결과=2.9655207909303165,,Y,N,N,N,N,Y,N
62,인구,기존 정확시점 불일치 22건 포함,정확시점22,재검토필요_정확시점불일치,C02005,279,작년 11월 출생아 14.6% 증가...2010년 이후 최대폭,2025-01-22,https://www.chosun.com/economy/economy_general/2025/01/22/HAHTAVPQ75BJXM4GWC4SNRKAZA,출생아 수는 2015년 0.7% 증가했다가 2016년(-7.3%)부터 2023년(-7.7%)까지 8년 연속 감소했었다.,인구지표,101,INH_1B8000F_01,11,,T1,Y,CHANGE_RATE,-7.7,2023,2022,-7.68823288627772,일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,INH_1B8000F_01,11,,T1,Y,-7.7,2023,2022,CHANGE_RATE,연간 출생아수 전년비,Y,-7.68823288627772,230028.0,249186.0,,일치,0.011767113722280342,INH_1B8000F_01 2023=230028.0; 2022=249186.0; 두 시점 증감률; 결과=-7.68823288627772,,Y,Y,Y,Y,Y,Y,Y
63,인구,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C02109,292,11월 출생아 수 증가율 14.6%… 14년 만에 최고,2025-01-23,https://www.chosun.com/economy/economy_general/2025/01/23/JUAXRZRN6NBLFGZUGXBFXGPKOU,월별 출생아 수는 작년 7월(7.9%)부터 11월까지 5개월 연속으로 늘었다.,인구지표,101,INH_1B8000F_01,11,,T1,M,CHANGE_RATE,7.9,2024,2023,3.6034743596431738,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,DT_1B81A01,00,,T1,M,7.9,202407,202307,CHANGE_RATE,전국 7월 출생아수 전년동월비,Y,7.8333769976421275,20580.0,19085.0,명,일치,0.06662300235787288,DT_1B81A01 202407=20580.0; 202307=19085.0; 두 시점 증감률; 결과=7.8333769976421275,,Y,N,N,N,N,Y,N
64,인구,기존 정확시점 불일치 22건 포함,정확시점22,재검토필요_정확시점불일치,C02110,292,11월 출생아 수 증가율 14.6%… 14년 만에 최고,2025-01-23,https://www.chosun.com/economy/economy_general/2025/01/23/JUAXRZRN6NBLFGZUGXBFXGPKOU,연간 출생아 수는 2015년 0.7% 증가한 것을 마지막으로 2016년(-7.3%)부터 2023년(-7.7%)까지 8년 연속 감소했다.,인구지표,101,INH_1B8000F_01,11,,T1,Y,CHANGE_RATE,-7.7,2023,2022,-7.68823288627772,일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,INH_1B8000F_01,11,,T1,Y,-7.7,2023,2022,CHANGE_RATE,연간 출생아수 전년비,Y,-7.68823288627772,230028.0,249186.0,,일치,0.011767113722280342,INH_1B8000F_01 2023=230028.0; 2022=249186.0; 두 시점 증감률; 결과=-7.68823288627772,,Y,Y,Y,Y,Y,Y,Y
65,인구,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C02115,292,11월 출생아 수 증가율 14.6%… 14년 만에 최고,2025-01-23,https://www.chosun.com/economy/economy_general/2025/01/23/JUAXRZRN6NBLFGZUGXBFXGPKOU,혼인 건수는 작년 4월(24.6%)부터 8개월째 늘고 있다.,비율·증감률,101,INH_1B8000F_01,11,,T1,M,LEVEL,24.6,2024,2023,238317.0,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,DT_1B83A35,00,,T3,M,24.6,202404,202304,CHANGE_RATE,전국 혼인건수 전년동월비,Y,24.61655382064391,18037.0,14474.0,건,일치,0.0165538206439102,DT_1B83A35 202404=18037.0; 202304=14474.0; 두 시점 증감률; 결과=24.61655382064391,,Y,N,N,N,N,Y,N
66,인구,기존 수동확정 근거 앵커,확정근거,검증완료_수동확정일치,C05780,736,작년 출생아 수 9년 만에 추락 멈췄다... 전년 대비 3.6% 늘어,2025-02-26,https://www.chosun.com/economy/economy_general/2025/02/26/5GBKUCD4IZBE7PA33W2SH2256A,54 지난해 출생아 수가 전년 대비 3.6% 늘어나며 9년 만에 반등한 것으로 나타났다.,인구지표,101,INH_1B8000F_01,11,,T1,Y,CHANGE_RATE,3.6,2024,2023,3.6034743596431738,일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,"2023 230,028명 -> 2024 238,317명, 3.603% 증가로 주장 3.6%와 일치",,수동확정,2026-07-14,Y,Y,,101,INH_1B8000F_01,11,,T1,Y,3.6,2024,2023,CHANGE_RATE,연간 출생아수 전년비,Y,3.6034743596431738,238317.0,230028.0,,일치,0.0034743596431736634,INH_1B8000F_01 2024=238317.0; 2023=230028.0; 두 시점 증감률; 결과=3.6034743596431738,,Y,Y,Y,Y,Y,Y,Y
67,인구,층화표본:판단불가,판단불가,판단불가_API조회실패,C05830,740,작년 혼인 건수 15% 늘어...증가율 1970년 집계 이래 최고,2025-02-26,https://www.chosun.com/economy/economy_general/2025/02/26/GSSMZGGYMBGKXLHSR4WOOWUCQ4,작년 4월부터 12월까지 9달 연속으로 혼인이 늘면서 한해 결혼 건수가 15%가량 늘어났다.,비율·증감률,101,DT_1B8000F,13,,T1,M,LEVEL,15.0,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),인구동태 후보 선택. 출생/사망/혼인/이혼 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,N,Y,,101,DT_1B8000F,41,,T1,Y,15.0,2024,2023,CHANGE_RATE,연간 혼인건수 전년비,Y,14.84841756301089,222412.0,193657.0,,일치,0.15158243698910923,DT_1B8000F 2024=222412.0; 2023=193657.0; 두 시점 증감률; 결과=14.84841756301089,,N,Y,N,N,N,N,N
68,인구,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C05915,749,출산율 9년 만에 반등… “앞으로 7년이 골든타임”,2025-02-27,https://www.chosun.com/economy/economy_general/2025/02/27/JSTSHA6HNJHELOV3RULNHTIZBI,그는 또 작년 혼인 건수 증가율이 14.9%에 달했다는 점을 들며 “혼인 증가는 시차를 두고 출산으로 이어진다는 점에서 향후 강한 반등 흐름을 기대하게 하는 매우 고무적인 결과”라고 했다.,비율·증감률,101,INH_1B8000F_01,30,,T1,Y,CHANGE_RATE,14.9,2024,2023,3.7447988904299616,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,DT_1B8000F,41,,T1,Y,14.9,2024,2023,CHANGE_RATE,연간 혼인건수 전년비,Y,14.84841756301089,222412.0,193657.0,,일치,0.05158243698910958,DT_1B8000F 2024=222412.0; 2023=193657.0; 두 시점 증감률; 결과=14.84841756301089,,Y,N,N,Y,N,Y,N
69,인구,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C06389,803,베트남 보다 못한 한국 여성 인권? [사이공모닝],2025-03-03,https://www.chosun.com/economy/market_trend/2025/03/03/2UOZGHNYNRATZH3YP5CQCWSJQU,베트남 역시 작년 합계 출산율이 1.91명으로 동남아 최하위권에 속하면서 범정부적인 대책을 촉구하는 목소리가 높아지고 있지요.,인구지표,101,INH_1B8000F_01,30,,T1,Y,LEVEL,1.91,2024,2023,0.748,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,N,KOSIS 미제공,,,,,,,,,,,베트남 합계출산율,N/A,,,,,판단불가,,KOSIS 미제공: 베트남 합계출산율,,N,N/A,N/A,N/A,N/A,N/A,N
70,인구,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C08572,1111,"1월 출생아 2만4000명, 증가 폭 사상 최대",2025-03-27,https://www.chosun.com/economy/economy_general/2025/03/27/Q5A5W36TFJB7FKFW5P5B6LKYYI,"증가 폭은 다소 둔화됐지만, 지난해 1월 혼인 건수가 11.6%가량 크게 늘어났던 점을 감안하면 증가세가 계속 이어지고 있다는 분석이다.",비율·증감률,101,INH_1B8000F_01,11,,T1,M,CHANGE_RATE,11.6,2024,2023,3.6034743596431738,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,DT_1B83A35,00,,T3,M,11.6,202401,202301,CHANGE_RATE,전국 혼인건수 전년동월비,Y,11.610779445405345,20004.0,17923.0,건,일치,0.010779445405345811,DT_1B83A35 202401=20004.0; 202301=17923.0; 두 시점 증감률; 결과=11.610779445405345,,Y,N,N,N,N,Y,N
71,인구,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C08708,1125,"女 대졸 이상 비율, 80년대생부터 男 앞서",2025-03-28,https://www.chosun.com/economy/economy_general/2025/03/28/FV56ZTW6QJB45D7N322ZPHFHYU,1978년 2.64명에 달했던 합계 출산율(여성 한 명이 낳을 것으로 예상되는 아이 수)은 1984년 1.74명으로 1명대로 떨어졌다.,인구지표,101,INH_1B8000F_01,30,,T1,Y,LEVEL,1.0,1984,1983,1.74,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,INH_1B8000F_01,30,,T1,Y,1.74,1984,,LEVEL,연간 합계출산율,Y,1.74,1.74,,,일치,0.0,INH_1B8000F_01 1984=1.74; =None; KOSIS 수준값; 결과=1.74,,Y,Y,Y,Y,Y,Y,N
72,인구,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C09699,1254,대전이 혼인율 1위… ‘9년 1위’ 세종 제친 비결은,2025-04-07,https://www.chosun.com/economy/economy_general/2025/04/07/LBO7UL4UXNHUJJNR6MHPXL4W2M,작년 대전의 혼인 건수는 7986건으로 1년 전보다 53.2% 급증했다.,비율·증감률,101,DT_1B8000F,13,,T1,Y,CHANGE_RATE,53.2,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),인구동태 후보 선택. 출생/사망/혼인/이혼 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,N,N,지역·분류 불일치,,,,,,,,,,,현재 인구동태 총괄 표에는 대전 지역 축이 없음,N/A,,,,,판단불가,,지역·분류 불일치: 현재 인구동태 총괄 표에는 대전 지역 축이 없음,,Y,N/A,N/A,N/A,N/A,N/A,Y
73,인구,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C14590,1924,"결혼 늘고 정책 먹혔다... 1분기 합계출산율, 2년 만에 0.8명대 복귀",2025-05-28,https://www.chosun.com/economy/economy_general/2025/05/28/YCG67WTAFRH2JCK555W6H46K7Y,"작년 연간 합계출산율이 0.75명을 기록하며 2023년(0.72명) 대비 증가세를 보였는데, 올해 들어 첫 분기부터 긍정적인 흐름을 이어가고 있는 것이다.",인구지표,101,INH_1B8000F_01,30,,T1,Q,CHANGE_RATE,0.72,2024,2023,3.7447988904299616,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,INH_1B8000F_01,30,,T1,Y,0.75,2024,,LEVEL,연간 합계출산율,Y,0.748,0.748,,,일치,0.0020000000000000018,INH_1B8000F_01 2024=0.748; =None; KOSIS 수준값; 결과=0.748,,Y,Y,Y,N,N,Y,N
74,인구,기존 정확시점 불일치 22건 포함,정확시점22,재검토필요_정확시점불일치,C14609,1927,90년대생 결혼 늘자 출산율 다시 0.8명대,2025-05-29,https://www.chosun.com/economy/economy_general/2025/05/29/4U6B4YZJFFBRFFDJZFYTZWWI5A,0 올해 1분기 합계출산율(여성 한 명이 평생 낳을 것으로 기대되는 아이 수)이 2년 만에 0.8명대로 올라섰다.,인구지표,101,INH_1B8000F_01,30,,T1,Q,LEVEL,0.8,2025,2024,0.8,일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,N,KOSIS 미제공,,,,,,,,,,,해당 KOSIS 표는 분기 합계출산율을 제공하지 않음,N/A,,,,,판단불가,,KOSIS 미제공: 해당 KOSIS 표는 분기 합계출산율을 제공하지 않음,,N,N/A,N/A,N/A,N/A,N/A,N
75,인구,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C14615,1927,90년대생 결혼 늘자 출산율 다시 0.8명대,2025-05-29,https://www.chosun.com/economy/economy_general/2025/05/29/4U6B4YZJFFBRFFDJZFYTZWWI5A,분기 기준으로 합계출산율이 0.8명대를 기록한 것은 지난 2023년 1분기(0.82명) 이후 2년 만이다.,인구지표,101,INH_1B8000F_01,30,,T1,Q,LEVEL,0.82,2023,2022,0.721,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,N,KOSIS 미제공,,,,,,,,,,,해당 KOSIS 표는 분기 합계출산율을 제공하지 않음,N/A,,,,,판단불가,,KOSIS 미제공: 해당 KOSIS 표는 분기 합계출산율을 제공하지 않음,,N,N/A,N/A,N/A,N/A,N/A,N
76,인구,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C20157,2665,"8월 출생아 수, 전년 동월 대비 3.8% ↑… 증가 폭은 주춤",2025-10-29,https://biz.chosun.com/policy/policy_sub/2025/10/29/VFRFUY4DDZH4TNR3FPDRDKHHII/,같은 달 이혼 건수는 7196건으로 전년 동월 대비 420건(5.5%) 줄었다.,비율·증감률,101,INH_1B8000F_01,11,,T1,M,CHANGE_RATE,5.5,2024,2012,-50.81684036735115,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,Y,,101,DT_1B85033,00,,T4,M,-5.5,202508,202408,CHANGE_RATE,전국 이혼건수 전년동월비,Y,-5.567226890756303,7192.0,7616.0,건,일치,0.06722689075630317,DT_1B85033 202508=7192.0; 202408=7616.0; 두 시점 증감률; 결과=-5.567226890756303,,Y,N,N,N,N,Y,N
77,인구,층화표본:증감률재검토,증감률재검토,재검토필요_증감률불일치,C20159,2665,"8월 출생아 수, 전년 동월 대비 3.8% ↑… 증가 폭은 주춤",2025-10-29,https://biz.chosun.com/policy/policy_sub/2025/10/29/VFRFUY4DDZH4TNR3FPDRDKHHII/,한편 이날 함께 발표된 '9월 국내 인구 이동 통계'에 따르면 지난달 거주지를 이동한 이동자 수는 49만4000명으로 전년 동월 대비 6.5%(3만명) 증가했다.,인구지표,101,INH_1B8000F_01,11,,T1,M,CHANGE_RATE,6.5,2024,2012,-50.81684036735115,불일치,,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,N,지역·분류 불일치,,,,,,,,,,,국내 인구이동은 출생·혼인 인구동태 표와 다른 통계,N/A,,,,,판단불가,,지역·분류 불일치: 국내 인구이동은 출생·혼인 인구동태 표와 다른 통계,,N,N/A,N/A,N/A,N/A,N/A,N
78,인구,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C20346,2694,"다문화 혼인 5% 증가, 전체 혼인 10건 중 1건은 다문화 결혼",2025-11-06,https://www.chosun.com/economy/economy_general/2025/11/06/ICMO6ZPTDVFSNKDVKFZJT2F77U/,"6일 국가데이터처가 발표한 ’2024년 다문화 인구동태 통계결과’에 따르면, 전체 혼인 중 다문화 혼인 비중은 9.6%로 전년 대비 1.0%포인트 감소했다.",인구지표,101,DT_1B8000F,13,,T1,Y,POINT_CHANGE,1.0,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),인구동태 후보 선택. 출생/사망/혼인/이혼 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,N,N,지역·분류 불일치,,,,,,,,,,,다문화 혼인 유형은 별도 통계표가 필요,N/A,,,,,판단불가,,지역·분류 불일치: 다문화 혼인 유형은 별도 통계표가 필요,,Y,N/A,N/A,N/A,N/A,N/A,Y
79,인구,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C20348,2694,"다문화 혼인 5% 증가, 전체 혼인 10건 중 1건은 다문화 결혼",2025-11-06,https://www.chosun.com/economy/economy_general/2025/11/06/ICMO6ZPTDVFSNKDVKFZJT2F77U/,"전년 대비 외국인 아내, 외국인 남편과의 혼인 비중이 각각 1.4%포인트, 0.3%포인트 증가했다.",비율·증감률,101,DT_1B8000F,13,,T1,Y,POINT_CHANGE,0.3,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),인구동태 후보 선택. 출생/사망/혼인/이혼 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,N,N,지역·분류 불일치,,,,,,,,,,,다문화 혼인 유형은 별도 통계표가 필요,N/A,,,,,판단불가,,지역·분류 불일치: 다문화 혼인 유형은 별도 통계표가 필요,,Y,N/A,N/A,N/A,N/A,N/A,Y
80,인구,층화표본:판단불가,판단불가,판단불가_증감계산값없음,C20353,2694,"다문화 혼인 5% 증가, 전체 혼인 10건 중 1건은 다문화 결혼",2025-11-06,https://www.chosun.com/economy/economy_general/2025/11/06/ICMO6ZPTDVFSNKDVKFZJT2F77U/,다문화 출생(1만3416명)은 전년 대비 10.4%(1266명) 증가했다.,비율·증감률,101,DT_1B8000F,13,,T1,Y,CHANGE_RATE,10.4,,,,판단불가,데이터 없음(응답은 성공했으나 매칭 실패),인구동태 후보 선택. 출생/사망/혼인/이혼 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,N,N,지역·분류 불일치,,,,,,,,,,,다문화 출생 유형은 별도 통계표가 필요,N/A,,,,,판단불가,,지역·분류 불일치: 다문화 출생 유형은 별도 통계표가 필요,,Y,N/A,N/A,N/A,N/A,N/A,Y
81,소매,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C00234,23,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,비율·증감률,101,DT_1K41012,G0,,T2,M,LEVEL,1.9,202411,202311,105.1,불일치,,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),,,수동확정,2026-07-14,Y,Y,,101,DT_1K41012,G0,,T2,M,-1.9,202411,202311,CHANGE_RATE,소매판매 불변지수 전년동월비,Y,-2.232558139534889,105.1,107.5,2020＝100,불일치,0.3325581395348891,DT_1K41012 202411=105.1; 202311=107.5; 두 시점 증감률; 결과=-2.232558139534889,,Y,Y,Y,Y,Y,Y,Y
82,소매,층화표본:수준값재검토,수준값재검토,재검토필요_수준값불일치,C00510,56,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M,올해 생산량이 늘어난 샤인머스캣 역시 지난 설 대비 약 30% 저렴하다.,판매·생산량,101,DT_1J22003,T10,,T,Y,LEVEL,30.0,2025,2024,116.61,불일치,,소비자물가지수 후보 선택. 지역/품목 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,수동확정,2026-07-14,Y,N,KOSIS 미제공,,,,,,,,,,,샤인머스캣 설 가격,N/A,,,,,판단불가,,KOSIS 미제공: 샤인머스캣 설 가격,,N,N/A,N/A,N/A,N/A,N/A,N
