review_priority,review_reason,review_batch,obj_candidate_count,itm_candidate_count,claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,obj_l1_candidates,itm_id_candidates
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04205,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,우리나라는 2007년부터 2023년까지 전력의 가장 많은 부분인 40% 안팎을 석탄에 의존해왔다.,비율·증감률,비율·증감률; 날짜·시간,True,,원전이 석탄을 제치고 ‘1위 발전원’이 된 것은 18년 만이다.,"당시 석탄의 가격 경쟁력이 압도적으로 높았고, 2011년 후쿠시마 사고를 겪으며 원전 가동률이 다소 줄면서 석탄의 비율은 45%를 웃돌기까지 했다.","[2007, 2023, 40]","['년', '년', '%']","['2007', '2023']",[],올해 인력 고용이 가장 많은 품목(1+2순위)(tblId=DT_111014_C016); 올해 인력 고용이 가장 많은 품목(1순위)(tblId=DT_111014_C017); 작년 인력 고용이 가장 많은 품목(1+2순위)(tblId=DT_111014_C036); 작년 인력 고용이 가장 많은 품목(1순위)(tblId=DT_111014_C037); [전문디자인업체]매출액 중 가장 많은 부분을 차지하는 의뢰업체(2007)(tblId=TX_115_2009_H9046),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 석탄 의존 비율(2007~2023), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04206,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"당시 석탄의 가격 경쟁력이 압도적으로 높았고, 2011년 후쿠시마 사고를 겪으며 원전 가동률이 다소 줄면서 석탄의 비율은 45%를 웃돌기까지 했다.",비율·증감률,비율·증감률; 날짜·시간,True,,우리나라는 2007년부터 2023년까지 전력의 가장 많은 부분인 40% 안팎을 석탄에 의존해왔다.,"그러나 최근 탈탄소 흐름이 강해지며 석탄의 비율은 2017년(44%)을 기점으로 계속 줄었고, 지난해에는 30% 선까지 무너졌다.","[2011, 45]","['년', '%']",['2011'],[],"잃어버린 당시 연령 및 아이를 찾은 경로(tblId=DT_117074_2023_A131); 잃어버린 당시 연령 및 아이를 찾은 경로(tblId=DT_117074_2018_A125); 잃어버릴 당시 연령(tblId=TX_117_2013_H209); 자살시도 당시 음주여부(tblId=DT_117094N_607N); 별거 이유 및 남편과의 미성년 자녀 유무, 별거 당시 상담 여부(tblId=DT_338001_2022107)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 석탄 비율 역사적 추이(2011 후쿠시마 전후), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04207,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,"그러나 최근 탈탄소 흐름이 강해지며 석탄의 비율은 2017년(44%)을 기점으로 계속 줄었고, 지난해에는 30% 선까지 무너졌다.",비율·증감률,비율·증감률; 날짜·시간,True,,"당시 석탄의 가격 경쟁력이 압도적으로 높았고, 2011년 후쿠시마 사고를 겪으며 원전 가동률이 다소 줄면서 석탄의 비율은 45%를 웃돌기까지 했다.",줄어든 석탄의 빈자리는 원전과 LNG가 채웠다.,"[2017, 44, 30]","['년', '%', '%']",['2017'],[],학업중단 시기(가장 최근 기준)(tblId=DT_MOGE_3020300577); 국제결혼중개업체의 최근 3년간 성혼 건수(tblId=DT_MOGE_3033900596); 최근 1년간 성혼에 성공한 국가 수(tblId=DT_MOGE_3033900611); 최근 1년간 맞선 주선한 나라(tblId=DT_MOGE_3033900612); 최근 1년간 가출 경험(2013)(tblId=DT_ES40201N_067),,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] 석탄 비율 감소 추이(2017년 이후), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C04208,532,"원전, 석탄 꺾고 18년 만에 ‘발전 비율’ 1위",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/OLLECY4REVCNDFJXMKUAYNUNVU,2010년대 20% 초반에 머무르던 LNG 비율도 지난해 약 30%까지 높아졌다.,비율·증감률,비율·증감률; 날짜·시간,True,,줄어든 석탄의 빈자리는 원전과 LNG가 채웠다.,원전의 비율이 15년 만에 최고를 기록한 데는 원전 가동률이 높아진 영향이 컸던 것으로 풀이된다.,"[2010, 20, 30]","['년', '%', '%']",['2010'],[],"성, 연령 및 교육정도, 교육상태별 인구(6세이상, 내국인)-시군구(tblId=DT_1PM2001); 연령별/성별/혼인상태별 인구(15세이상,내국인)-시군구(tblId=DT_1PM2002); 성, 연령, 혼인상태 및 교육정도별 인구(15세 이상, 내국인)-시군구(tblId=DT_1PM2003); 가구주와의 관계별/성별/혼인상태별 인구(일반가구)-시군구(tblId=DT_1PM2004); 성별/연령별/혼인상태별/세대구성별 인구(일반가구)-시군구(tblId=DT_1PM2005)",,,판단불가,388,TX_38804_A005,15388AD000,T001,Y,"[Claude 검토] LNG 비율 추이(2010년대~), 동일 표로 판단 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,16388AAW3:전력거래량; T001:전력거래량 비율
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C05367,684,손자에게 3억5000만원 물려줄 때 세금...5000만원vs3600만원,2025-02-22,https://www.chosun.com/economy/money/2025/02/22/4KGH74XCDREJ5CBXAA5HSZTOLU,건당 증여금액은 평균 1억4100만원으로 부모 등의 일반 증여 평균 금액(9000만원)보다 60% 가까이 높았다.,비율·증감률,비율·증감률; 금액,True,,최기상 민주당 의원이 국세청에서 받은 자료에 따르면 지난 5년간(2019~2023년) 세대생략증여 금액은 3조8135억원에 달했다.,특히 세대생략증여의 67.1%가 만 12세 이하 초등학생이었다.,"[4100, 9000, 60]","['만원', '만원', '%']",[],[],의료서비스 이용 건당 평균 본인부담의료비(tblId=DT_920012N_2015); 건당 평균 입원일수(tblId=DT_920012N_1037); 외래서비스 이용 건당 평균 본인부담의료비(tblId=DT_920012N_2018); 결혼이민자/귀화자 등의 부부간 하루 평균 대화 시간(tblId=DT_MOGE_1001300828); 결혼이민자/귀화자 등의 한국어 능력 평균(tblId=DT_MOGE_1001300855),,,판단불가,133,DT_133N_A6341,A001,D002,Y,"[Claude 검토] 국세청 국세통계(수증인과 증여인의 관계별 증여세 신고현황) 매칭, 건당 평균 증여금액 계산 가능 | 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 가족관계별 / itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고) | 건당 금액 계산엔 건수(D001)도 별도 필요",,D001:건수; D002:증여재산가액 등
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C05368,684,손자에게 3억5000만원 물려줄 때 세금...5000만원vs3600만원,2025-02-22,https://www.chosun.com/economy/money/2025/02/22/4KGH74XCDREJ5CBXAA5HSZTOLU,특히 세대생략증여의 67.1%가 만 12세 이하 초등학생이었다.,비율·증감률,비율·증감률,True,,건당 증여금액은 평균 1억4100만원으로 부모 등의 일반 증여 평균 금액(9000만원)보다 60% 가까이 높았다.,미취학 손주가 조부모에게 받은 돈은 이 기간 1조원이 넘었다.,[67.1],['%'],[],[],연령 및 보육상태별 아동인구(12세 이하)-시도(tblId=DT_1PF1014); 아동인원수 및 보육상태별 아동인구(12세 이하)-시도(tblId=DT_1PF1015); 세대구성 및 보육상태별 아동인구(12세 이하)-시도(tblId=DT_1PF1016); 가구주의 경제활동상태 및 보육상태별 아동인구(12세 이하)-시도(tblId=DT_1PF1017); 가구주의 종사상 지위 및 보육상태별 아동인구(12세 이하)-시도(tblId=DT_1PF1018),,,판단불가,133,DT_133N_A6341,A001,D001,Y,"[Claude 검토] 국세청 국세통계(수증인과 증여인의 관계별 증여세 신고현황) 매칭, 세대생략증여 연령대별 비중 확인 필요 | 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 가족관계별 / itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,D001:건수; D002:증여재산가액 등
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C06505,816,1월 생산 2.7%↓ 소비 0.6%↓ 투자 14.2%↓ ‘트리플 감소’,2025-03-04,https://www.chosun.com/economy/economy_general/2025/03/04/FU65MUD47VCAFLZSKULBHJ3HDY,1월 설비투자는 전달 대비 14.2% 감소했다.,비율·증감률,비율·증감률; 날짜·시간,True,,소매판매는 작년 10월과 11월 0.7%씩 감소했다가 같은 해 12월(0.2%) 소폭 늘어난 뒤 다시 줄었다.,"반도체 제조용 기계 등 기계류(-12.6%), 기타운송장비 등 운송장비(-17.5%)에서 모두 투자가 줄어든 영향이 컸다.","[1, 14.2]","['월', '%']",[],[],종사자의 국제결혼중개업자 대상 교육 여부 : 2020년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002000); 종사자의 국제결혼중개업자 대상 교육 여부 : 2021년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002100); 종사자의 국제결혼중개업자 대상 교육 여부 : 2022년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002200); 성별 구직단념자(2014.1월~현재)(tblId=DT_1DA7156AS); 행정구역(시도)/산업별(제조업 중분류) 고용(2021년 1월 이후)(tblId=DT_118N_MONC56),,,판단불가,101,DT_1F70011,C,T5,M,"[Claude 검토] 통계청 설비투자지수(월별) 매칭, 1월 전월대비 증감률(14.2%) 확인 가능 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C06506,816,1월 생산 2.7%↓ 소비 0.6%↓ 투자 14.2%↓ ‘트리플 감소’,2025-03-04,https://www.chosun.com/economy/economy_general/2025/03/04/FU65MUD47VCAFLZSKULBHJ3HDY,"반도체 제조용 기계 등 기계류(-12.6%), 기타운송장비 등 운송장비(-17.5%)에서 모두 투자가 줄어든 영향이 컸다.",비율·증감률,비율·증감률,True,,1월 설비투자는 전달 대비 14.2% 감소했다.,공사 실적을 뜻하는 건설기성은 전달보다 4.3% 감소했다.,"[12.6, 17.5]","['%', '%']",[],[],"17-12-1. 기초자치단체별 부과징수 현황-의령군(도세)(tblId=TX_11007_A569); 17-12-2. 기초자치단체별 부과징수 현황-의령군(군세)(tblId=TX_11007_A589); 방문취업(H-2), 재외동포(F-4) 모두 취업한 경험과 방문취업(H-2)에서 재외동포(F-4)로 체류자격 변경 후 담당업무 및 임금 또는 보수 변동(방문취업(H-2), 재외동포(F-4) 한국계외국인)(tblId=DT_2FR016R); 반도체 항목별 EBSI 전망(tblId=DT_36005_A017); 반도체 배치설계권 설정등록(tblId=TX_13801_A066)",,,판단불가,101,DT_1F70011,C,T5,M,"[Claude 검토] 통계청 설비투자지수(월별) 매칭, 기계류/운송장비 세부 항목 확인 필요 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C06571,828,"생산도, 소비도, 투자도… 1월 경제지표 모두 내렸다",2025-03-05,https://www.chosun.com/economy/economy_general/2025/03/05/LZV322K34BAJLPJWLMSSO3DZYQ,1월 설비투자도 전달보다 14.2% 감소했다.,비율·증감률,비율·증감률; 날짜·시간,True,,제조업이 전달보다 2.4% 줄어드는 등 광공업 생산이 2.3% 감소했다.,이는 2023년 1월(-13.4%) 이후 2년 만의 최대 감소 폭이다.,"[1, 14.2]","['월', '%']",[],[],종사자의 국제결혼중개업자 대상 교육 여부 : 2020년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002000); 종사자의 국제결혼중개업자 대상 교육 여부 : 2021년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002100); 종사자의 국제결혼중개업자 대상 교육 여부 : 2022년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002200); 성별 구직단념자(2014.1월~현재)(tblId=DT_1DA7156AS); 행정구역(시도)/산업별(제조업 중분류) 고용(2021년 1월 이후)(tblId=DT_118N_MONC56),,,판단불가,101,DT_1F70011,C,T5,M,"[Claude 검토] 통계청 설비투자지수(월별) 매칭(C06505 중복), 1월 전달대비 증감률(14.2%) 확인 가능 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C06572,828,"생산도, 소비도, 투자도… 1월 경제지표 모두 내렸다",2025-03-05,https://www.chosun.com/economy/economy_general/2025/03/05/LZV322K34BAJLPJWLMSSO3DZYQ,이는 2023년 1월(-13.4%) 이후 2년 만의 최대 감소 폭이다.,비율·증감률,비율·증감률; 날짜·시간,True,,1월 설비투자도 전달보다 14.2% 감소했다.,반도체 제조용 기계 등 기계류(-12.6%)와 운송 장비(-17.5%)에서 투자가 줄어든 영향이 컸다.,"[2023, 1, 13.4, 2]","['년', '월', '%', '년']",['2023'],[],코로나19 이후 삶의 변화(tblId=DT_154013_24BB000301); 대학 입학 이후 휴학 경험(tblId=DT_154013_24BB005500); 대학 입학 이후 경험(tblId=DT_154013_24BB005601); 자살에 대한 국민 인식조사 인구학적 분포(tblId=DT_117094N_001N); 자살사고를 가진 사람을 돕는 것은 항상 가능하다(tblId=DT_117094N_002N),,,판단불가,101,DT_1F70011,C,T5,M,"[Claude 검토] 통계청 설비투자지수(월별) 매칭, 2023년1월과의 감소폭 비교 확인 가능 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C06573,828,"생산도, 소비도, 투자도… 1월 경제지표 모두 내렸다",2025-03-05,https://www.chosun.com/economy/economy_general/2025/03/05/LZV322K34BAJLPJWLMSSO3DZYQ,반도체 제조용 기계 등 기계류(-12.6%)와 운송 장비(-17.5%)에서 투자가 줄어든 영향이 컸다.,비율·증감률,비율·증감률,True,,이는 2023년 1월(-13.4%) 이후 2년 만의 최대 감소 폭이다.,건설 경기도 좋지 않았다.,"[12.6, 17.5]","['%', '%']",[],[],"기계 및 장비 공급업체(tblId=DT_F20126); 기계 및 장비 공급업체(tblId=DT_340N_A10014); 기계, 장비, 소프트웨어 구입 여부: 이전 사용과 동일하거나 미미하게 개선된 장비(tblId=DT_395N_S2024056); 기계, 장비, 소프트웨어 구입 여부: 새롭거나 획기적으로 개선된 장비(tblId=DT_395N_S2024057); 기계, 장비, 소프트웨어 구입 유형: 이전 사용과 동일하거나 미미하게 개선된 장비(tblId=DT_395N_S2024058)",,,판단불가,101,DT_1F70011,C,T5,M,"[Claude 검토] 통계청 설비투자지수(월별) 매칭(C06506 중복), 기계류/운송장비 세부 항목 확인 필요 | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고)",,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C09022,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,지난달 설비투자는 반도체 제조용 기계 등 기계류 투자를 중심으로 전반적인 투자 규모가 늘어나면서 전월 대비 18.7% 증가했다.,비율·증감률,비율·증감률,True,,특히 자동차 소비는 13.2% 증가하며 그간 소비 부진이 개선된 모습이었다.,직전 달인 1월 15.7% 감소했던 것에서 한 달 만에 크게 반등한 것이다.,[18.7],['%'],[],[],[전문디자인업체]2014년 디자인 투자 - 디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2015_A075); [디자인활용업체]2014년 디자인 투자 - 디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2015_A034); [디자인활용업체]2013년 디자인 투자_디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2014_A128); [전문디자인업체]2013년 디자인 투자_디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2014_A036); [디자인활용업체]디자인 투자-디자인 기계/장치 및 소프트웨어(2012)(tblId=DT_11526N_2012_A044),,,판단불가,101,DT_1F70011,C,T5,M,[Claude 검토] 산업활동동향(설비투자지수) 매치. 자동 후보는 무관한 디자인투자 통계라 자체 검색으로 대체. | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고),,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,0,2,C09023,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,직전 달인 1월 15.7% 감소했던 것에서 한 달 만에 크게 반등한 것이다.,비율·증감률,비율·증감률; 날짜·시간,True,,지난달 설비투자는 반도체 제조용 기계 등 기계류 투자를 중심으로 전반적인 투자 규모가 늘어나면서 전월 대비 18.7% 증가했다.,"다만 건설 수주액은 전년 동월 대비 6.9% 감소해, 향후 건설업 경기에 대한 우려도 남겼다.","[1, 15.7]","['월', '%']",[],[],직전 사업유지 (운영)기간(tblId=DT_1DE6035S); 직전 사업유지 (운영)기간(농림어업제외)(tblId=DT_1DE6061S); 직전 사업유지 (운영)기간(농림어업제외)(tblId=DT_1DE6061); 현재 체류자격 직전 체류자격과 현재 체류자격 비교(이민자)(tblId=DT_2FK007R); 출산 직전 취업상황 및 복귀여부(tblId=DT_117101_2023A066),,,판단불가,101,DT_1F70011,C,T5,M,[Claude 검토] 설비투자지수(전월비) 매치. C09022와 연결된 문장(직전달 -15.7%->이번달 +18.7%). | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고),,T3:원지수; T5:계절조정지수
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,3,0,C00232,23,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,소비 지표인 소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,"[11, 0.2, 5, 4.6, 7]","['월', '%', '월', '%', '개']",[],[],건축 공사 공정(tblId=DT_380004_C3_1); 토목 공사 공정(tblId=DT_380004_C3_2); 젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_117094N_020N); 젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_11794N_020); 사회안전에 대한 인식도(건축 및 건설)(tblId=DT_1WCA83),,,판단불가,101,DT_1G18004,0,T10,M,"[Claude 검토] 건설기성(공종별,계절조정) 후보로 판단, org_id/tbl_id 채움 (건축/토목 공사 공정 표는 무관하여 제외) | obj_l1 수동 선택 필요(공종별, 후보 3개 -> obj_l1_candidates 컬럼 참고)",0:기성총액; 1:건축공사; 2:토목공사,
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,3,0,C02285,308,3분기 연속 제로 성장… 현실이 된 ‘피크 코리아’,2025-01-24,https://www.chosun.com/economy/economy_general/2025/01/24/SCPOEWE2RNG4NPULCO2RIKRR2I,이정희 중앙대 교수는 “작년 한국 인구의 20%가 65세 이상인 초고령사회로 진입하면서 구조적으로 소비 동력이 떨어져 내수가 살아나기 쉽지 않다”고 했다.,인구지표,인구지표; 비율·증감률,True,,그간 고물가와 고금리 부담으로 부진했던 소비가 하반기 들어 물가가 1%대로 내려오고 금리도 낮아지면서 경기 회복세가 빨라질 것으로 봤는데 빗나간 것이다.,"비상계엄 사태와 탄핵 정국, 제주항공 여객기 참사 등 예상치 못한 변수들이 생기며 소비자들이 지갑을 닫아 민간 소비가 더 부진했다고 한은은 설명했다.",[20],['%'],[],[],"OECD 국가별 65세 이상 인구의 비중(tblId=DT_113_STBL_1015046); 주요 인구지표(부양비, 노령화지수, 중위연령 등) - 시군구(tblId=DT_1IN2030); 주요 인구지표(성비,인구성장률,인구구조,부양비 등) / 전국(tblId=DT_1BPA002); 주요 인구지표(성비,인구성장률,인구구조,부양비 등)/시도(tblId=DT_1BPB002); 작년 임금 근로활동 여부(tblId=DT_KWMP_2020136)",,,판단불가,101,DT_1BPA002,1,T10,Y,"[Claude 검토] 통계청 장래인구추계(전국) 매칭, 65세이상 인구비중(초고령사회 20%) 확인 가능. 교수 발언은 해설이나 인용 수치는 공식 통계 기반 | obj_l1 수동 선택 필요(가정별, 후보 3개 -> obj_l1_candidates 컬럼 참고) / 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 인구구조부양비별",1:중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위); 2:고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제순이동-고위); 3:저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제순이동-저위),
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,3,0,C02705,354,올해 한국 초고령사회 진입…영수증 누가 지불할 것인가,2025-01-28,https://www.chosun.com/economy/economy_general/2025/01/28/RQTVHZUIN5HRRDBROUKFY5NLFM,4 2025년에 한국은 65세 이상 인구의 비중이 20%를 초과하는 초고령사회(super-aged society)에 진입한다.,인구지표,인구지표; 비율·증감률; 날짜·시간,True,,,"일본, 독일, 이탈리아와 같은 선진국이 초고령사회에 진입해 있다고는 하지만, 우리의 고령 인구 증가 속도는 세계 1위다.","[2025, 20]","['년', '%']",['2025'],[],65세 이상 고령자 가족원 돌봄 가구 비율(tblId=DT_154001_A013); 성/세대구성/거처의 종류별 고령자(65세 이상)-시도(tblId=DT_1GO0508); 세대구성/성/거처의 점유형태별 고령자(65세 이상)-시도(tblId=DT_1GO0510); 성/거처의 점유형태/거처의 종류별 고령자(65세 이상)-시도(tblId=DT_1GO0512); 성/경제활동상태/세대구성별 고령자(65세 이상)-시도(tblId=DT_1GO0515),,,판단불가,101,DT_1BPA002,1,T10,Y,"[Claude 검토] 통계청 장래인구추계(전국) 매칭, 2025년 65세이상 인구비중 20% 초과(초고령사회 진입) 확인 가능 | obj_l1 수동 선택 필요(가정별, 후보 3개 -> obj_l1_candidates 컬럼 참고) / 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 인구구조부양비별",1:중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위); 2:고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제순이동-고위); 3:저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제순이동-저위),
P0,주요 ID 4종이 채워져 있어 매핑 적합성 확인 후 API 검증 가능,1,3,0,C02706,354,올해 한국 초고령사회 진입…영수증 누가 지불할 것인가,2025-01-28,https://www.chosun.com/economy/economy_general/2025/01/28/RQTVHZUIN5HRRDBROUKFY5NLFM,"65세 이상 인구 비중이 14% 이상이면 고령사회(aged society)로 분류되는데, 우리는 2018년에 고령사회에 진입했다.",인구지표,인구지표; 비율·증감률; 날짜·시간,True,,"일본, 독일, 이탈리아와 같은 선진국이 초고령사회에 진입해 있다고는 하지만, 우리의 고령 인구 증가 속도는 세계 1위다.",고령사회에 진입한 후 초고령사회가 되기까지 불과 7년이 소요되었다.,"[14, 2018]","['%', '년']",['2018'],[],65세 이상 고령자 가족원 돌봄 가구 비율(tblId=DT_154001_A013); 성/세대구성/거처의 종류별 고령자(65세 이상)-시도(tblId=DT_1GO0508); 세대구성/성/거처의 점유형태별 고령자(65세 이상)-시도(tblId=DT_1GO0510); 성/거처의 점유형태/거처의 종류별 고령자(65세 이상)-시도(tblId=DT_1GO0512); 성/경제활동상태/세대구성별 고령자(65세 이상)-시도(tblId=DT_1GO0515),,,판단불가,101,DT_1BPA002,1,T10,Y,"[Claude 검토] 통계청 장래인구추계(전국) 매칭, 2018년 65세이상 인구비중 14%(고령사회 진입) 확인 가능 | obj_l1 수동 선택 필요(가정별, 후보 3개 -> obj_l1_candidates 컬럼 참고) / 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: 인구구조부양비별",1:중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위); 2:고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제순이동-고위); 3:저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제순이동-저위),
