claim_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A0023-C031,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",경기가 일시적으로 나쁜 것이 아니라 성장률이 경제의 기초 체력을 뜻하는 잠재 성장률에도 미치지 못하는 저성장 터널로 들어서고 있다는 우려가 나온다.,"정부의 작년 성장률 전망치는 2.2%로 주요 기관의 잠재 성장률 추정치를 웃돌지만, 내년 전망치는 잠재 성장률에 못 미친다.",True,현재 문장은 정부가 올해 소비자 물가 상승률을 1.8%로 전망하며 이는 이전 전망치 2.1%보다 낮은 수치라고 언급하고 있다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C032,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",경기가 일시적으로 나쁜 것이 아니라 성장률이 경제의 기초 체력을 뜻하는 잠재 성장률에도 미치지 못하는 저성장 터널로 들어서고 있다는 우려가 나온다.,True,"현재 문장은 한국의 소비자 물가 상승률 예측치가 작년 11월 말 한국은행의 전망치보다 0.1% 포인트 낮다는 내용을 담고 있으며, 이는 KOSIS를 통해 검증 가능한 국내 경제 지표에 대한 정보이므로 True로 판단된다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C033,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",True,"현재 문장은 정부의 물가 상승률 전망치가 한국은행의 물가 안정 목표치를 밑돌 것이라는 내용을 포함하고 있으며, 이는 KOSIS를 통해 확인 가능한 국내 경제 지표 관련 내용이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C034,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,오일 쇼크나 외환 위기 코로나 팬데믹 같은 외부 충격이 없는데도 성장률이 잠재 성장률을 따라잡지 못하고 물가 상승률마저 한은 목표치에 못 미치는 상황은 경기침체의 전조로 해석될 수 있다.,정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,False,"현재 문장은 경제 상황에 대한 해석 및 평가를 담고 있으며, 구체적인 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C035,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"경기 둔화 속 저물가는 투자와 고용 감소, 실업자 증가, 가계소득 감소, 소비 침체 등 악순환으로 이어질 수 있다.",오일 쇼크나 외환 위기 코로나 팬데믹 같은 외부 충격이 없는데도 성장률이 잠재 성장률을 따라잡지 못하고 물가 상승률마저 한은 목표치에 못 미치는 상황은 경기침체의 전조로 해석될 수 있다.,정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,True,"경기 둔화와 저물가가 여러 경제적 문제를 초래한다는 내용은 경제 상황에 대한 일반적인 분석이므로, 이는 국가 경제 지표와 관련된 내용으로 볼 수 있습니다.",mid,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C036,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,"경기 둔화 속 저물가는 투자와 고용 감소, 실업자 증가, 가계소득 감소, 소비 침체 등 악순환으로 이어질 수 있다.",오일 쇼크나 외환 위기 코로나 팬데믹 같은 외부 충격이 없는데도 성장률이 잠재 성장률을 따라잡지 못하고 물가 상승률마저 한은 목표치에 못 미치는 상황은 경기침체의 전조로 해석될 수 있다.,True,성장률과 물가 상승률이 모두 2%를 밑돌았다는 것은 경제 지표로서 KOSIS 국가통계포털에서 확인 가능한 정보이기 때문에 판단 근거로 충분합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C037,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,"경기 둔화 속 저물가는 투자와 고용 감소, 실업자 증가, 가계소득 감소, 소비 침체 등 악순환으로 이어질 수 있다.",True,"현재 문장은 저출산·고령화와 경기 부진이 취업자 수 증가에 미치는 영향을 언급하며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C038,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,True,"현재 문장은 '올해 취업자 수 증가폭'이라는 구체적인 수치와 비교 정보를 포함하며, 이는 고용 관련 통계로서 KOSIS에서 확인 가능한 내용이기 때문에 True로 판단됩니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C039,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"◇”1분기 상황 보고 추가 경기 보강안 마련” 김범석 1차관은 “경제 심리 개선과 내수 등 경기 회복이 급선무”라며 공공기관 추가 투자와 민간 투자 확대, 정책 금융 추가 공급 등에 18조원을 투입하는 등 경기 부양에 나서겠다고 밝혔다.","올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,False,"현재 문장은 경제 심리와 내수 회복 등의 필요성을 언급하며 경기 부양을 위한 정부의 계획 및 조치를 설명하지만, 구체적인 수치나 통계적 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C040,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,673조3000억원 규모의 새해 예산 중 67%를 상반기(1~6월) 안으로 집행하겠다고도 했다.,"◇”1분기 상황 보고 추가 경기 보강안 마련” 김범석 1차관은 “경제 심리 개선과 내수 등 경기 회복이 급선무”라며 공공기관 추가 투자와 민간 투자 확대, 정책 금융 추가 공급 등에 18조원을 투입하는 등 경기 부양에 나서겠다고 밝혔다.","올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",False,"현재 문장은 정부의 예산 배정에 대한 내용으로, 이는 단순한 재정 계획이므로 KOSIS에서 검증 가능한 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C041,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,올해 상반기 한시로 자동차 개별소비세를 5%에서 3.5%(100만원 한도)로 30% 인하하겠다고 밝히는 등 내수 진작책도 내놨다.,673조3000억원 규모의 새해 예산 중 67%를 상반기(1~6월) 안으로 집행하겠다고도 했다.,"◇”1분기 상황 보고 추가 경기 보강안 마련” 김범석 1차관은 “경제 심리 개선과 내수 등 경기 회복이 급선무”라며 공공기관 추가 투자와 민간 투자 확대, 정책 금융 추가 공급 등에 18조원을 투입하는 등 경기 부양에 나서겠다고 밝혔다.",False,"현재 문장은 자동차 개별소비세 인하 정책에 대한 내용으로, 이는 특정한 경제 정책 발표이지 직접적인 수치나 비율 등의 통계를 주장하는 것이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C042,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,다만 경기가 나아지지 않을 경우 새로운 대응 방안을 강구하겠다고 했다.,올해 상반기 한시로 자동차 개별소비세를 5%에서 3.5%(100만원 한도)로 30% 인하하겠다고 밝히는 등 내수 진작책도 내놨다.,673조3000억원 규모의 새해 예산 중 67%를 상반기(1~6월) 안으로 집행하겠다고도 했다.,False,"현재 문장은 단순한 계획이나 의도를 표현하며, 구체적인 수치나 통계적인 변화를 언급하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C043,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,김범석 1차관은 “경제 여건 전반을 1분기 중 재점검하고 필요시 추가 경기 보강 방안을 검토하겠다”고 밝혔다.,다만 경기가 나아지지 않을 경우 새로운 대응 방안을 강구하겠다고 했다.,올해 상반기 한시로 자동차 개별소비세를 5%에서 3.5%(100만원 한도)로 30% 인하하겠다고 밝히는 등 내수 진작책도 내놨다.,False,"현재 문장은 경제 여건을 점검하고 추가적인 경기 보강 방안을 검토하겠다는 계획 발표로서, 구체적인 수치나 통계적 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C044,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,추가 경기 보강 방안에 추가경정예산 편성이 포함되느냐는 질문에는 “불확실성이 현실화됐을 때 여러 가지 대응 방안을 고민하겠다는 취지”라며 가능성을 열어뒀다.,김범석 1차관은 “경제 여건 전반을 1분기 중 재점검하고 필요시 추가 경기 보강 방안을 검토하겠다”고 밝혔다.,다만 경기가 나아지지 않을 경우 새로운 대응 방안을 강구하겠다고 했다.,False,"현재 문장은 추가 경기 보강 방안에 대한 가능성 논의로서, 구체적인 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C045,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"작년 11월 성태윤 대통령실장이 새해 추경 가능성을 시사한 데 이어, 지난달 감액 예산안이 국회를 통과 이후 여야도 조기 추경을 논의하고 있다.",추가 경기 보강 방안에 추가경정예산 편성이 포함되느냐는 질문에는 “불확실성이 현실화됐을 때 여러 가지 대응 방안을 고민하겠다는 취지”라며 가능성을 열어뒀다.,김범석 1차관은 “경제 여건 전반을 1분기 중 재점검하고 필요시 추가 경기 보강 방안을 검토하겠다”고 밝혔다.,False,"현재 문장은 정부의 경제 정책 및 예산 관련 계획에 대한 내용으로, 특정한 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0023-C046,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,최상목 대통령 권한대행은 추경 편성 여부에 대해 뚜렷한 입장을 밝히지 않은 채 “내년 1월부터 예산이 제대로 시행될 수 있도록 충실하게 집행을 준비하는 게 최우선”이라는 입장을 되풀이하고 있다.,"작년 11월 성태윤 대통령실장이 새해 추경 가능성을 시사한 데 이어, 지난달 감액 예산안이 국회를 통과 이후 여야도 조기 추경을 논의하고 있다.",추가 경기 보강 방안에 추가경정예산 편성이 포함되느냐는 질문에는 “불확실성이 현실화됐을 때 여러 가지 대응 방안을 고민하겠다는 취지”라며 가능성을 열어뒀다.,False,"현재 문장은 정부의 예산 집행 계획 및 입장에 대한 설명으로, 구체적인 수치나 통계적 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C001,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,,,True,정부가 지난해 세수 부족으로 한국은행에서 빌린 금액은 국가 재정 관련 통계로서 KOSIS에서 확인 가능하다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C002,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,,True,정부가 지난해 한국은행에서 일시 차입한 금액이 173조원이라는 구체적인 수치 정보를 포함하고 있다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C003,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,이는 관련 통계를 확인할 수 있는 2011년 이후 역대 최대 규모다.,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,True,"현재 문장은 정부의 한은에서의 차입 규모가 2011년 이후 역대 최대라는 사실을 주장하며, 이는 국가 재정 및 경제 상황에 대한 통계적인 비교를 포함합니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C004,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,이는 관련 통계를 확인할 수 있는 2011년 이후 역대 최대 규모다.,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",True,"현재 문장은 정부의 일시 차입금이 역대 최대 규모라는 내용을 포함하며, 이는 국가 경제 및 재정 정책과 관련된 통계로서 KOSIS를 통해 검증 가능한 내용입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C005,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,현재는 172조원을 상환하고 1조원 정도 남은 상태다.,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,이는 관련 통계를 확인할 수 있는 2011년 이후 역대 최대 규모다.,True,"현재 문장은 '현재는 172조원을 상환하고 1조원 정도 남은 상태다.'라는 내용으로, 금액의 변화를 언급하고 있으며, 이러한 정보는 국가 통계 자료로서 확인될 수 있습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C006,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,한은의 대정부 일시 대출 제도는 정부가 회계연도 중 세입과 세출 간 시차에 따라 발생하는 일시적 자금 부족을 메우기 위해 활용하는 것이다.,현재는 172조원을 상환하고 1조원 정도 남은 상태다.,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,False,"현재 문장은 한국은행의 대정부 일시 대출 제도에 대한 설명으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C007,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"개인이 은행에서 마이너스 통장(신용한도 대출)을 열어놓고, 필요할 때 수시로 자금을 꺼내 쓰고 여윳돈이 생기면 갚는 것과 비슷하다.",한은의 대정부 일시 대출 제도는 정부가 회계연도 중 세입과 세출 간 시차에 따라 발생하는 일시적 자금 부족을 메우기 위해 활용하는 것이다.,현재는 172조원을 상환하고 1조원 정도 남은 상태다.,False,"현재 문장은 비유적인 표현으로서, 특정한 수치나 통계적 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C008,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,"개인이 은행에서 마이너스 통장(신용한도 대출)을 열어놓고, 필요할 때 수시로 자금을 꺼내 쓰고 여윳돈이 생기면 갚는 것과 비슷하다.",한은의 대정부 일시 대출 제도는 정부가 회계연도 중 세입과 세출 간 시차에 따라 발생하는 일시적 자금 부족을 메우기 위해 활용하는 것이다.,True,"정부가 한국은행으로부터 일시 대출을 많이 받는다는 것은 세입 대비 세출이 부족하다는 것을 의미하며, 이는 국가 재정 상태에 대한 정보로서 KOSIS를 통해 관련 통계나 자료를 찾아볼 수 있을 것으로 판단된다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C009,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,"개인이 은행에서 마이너스 통장(신용한도 대출)을 열어놓고, 필요할 때 수시로 자금을 꺼내 쓰고 여윳돈이 생기면 갚는 것과 비슷하다.",True,"정부의 연간 누적 대출 금액 변화에 대한 구체적인 수치와 연도를 제시하여, 이는 국가 재정 관련 통계로서 KOSIS에서 확인 가능한 정보일 가능성이 높습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C010,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,True,"현재 문장은 정부의 연간 누적 대출 금액이 시간에 따라 변동되는 것을 나타내며, 이는 국가 재정 관련 통계로서 KOSIS에서 확인 가능한 정보입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C011,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,True,"정부가 부담한 이자 총액이 2092억원이라는 구체적인 수치를 제시하고 있으며, 이는 국가 재정 관련 통계로서 KOSIS에서 확인 가능한 정보일 가능성이 높습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C012,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",True,"현재 문장은 2023년의 연간 이자가 역대 최대 수준이라는 내용을 포함하며, 이는 KOSIS에서 관련 통계를 통해 검증할 수 있는 수치 주장이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0024-C013,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,True,"대출 이자율의 변화에 대한 구체적인 수치를 제시하며, 이는 국가 경제 및 금융 관련 통계로서 KOSIS에서 대조 가능한 정보임.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0025-C001,A0025,상권분석·매출진단 돕는 ‘소상공인 365′ 써보세요,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/OJ3OJRFHPZE5FFCOESEMRLHX7E,중소벤처기업부와 소상공인시장진흥공단은 예비 창업자와 소상공인에게 상권 분석 등 경영에 필요한 각종 데이터를 제공하는 ‘소상공인 365′ 플랫폼 서비스를 2일 시작한다.,,,False,"제공되는 서비스나 프로그램 시작에 대한 내용으로, 수치나 통계적 변화를 주장하지 않음.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0025-C002,A0025,상권분석·매출진단 돕는 ‘소상공인 365′ 써보세요,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/OJ3OJRFHPZE5FFCOESEMRLHX7E,소상공인 365는 64종에 달하는 공공·민간 데이터를 수집하고 융합해 ‘빅데이터 상권 분석’과 ‘내 가게 경영 진단’ 같은 서비스를 제공한다.,중소벤처기업부와 소상공인시장진흥공단은 예비 창업자와 소상공인에게 상권 분석 등 경영에 필요한 각종 데이터를 제공하는 ‘소상공인 365′ 플랫폼 서비스를 2일 시작한다.,,False,"현재 문장은 소상공인 365 플랫폼 서비스가 제공하는 기능 및 서비스에 대한 설명이므로, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0025-C003,A0025,상권분석·매출진단 돕는 ‘소상공인 365′ 써보세요,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/OJ3OJRFHPZE5FFCOESEMRLHX7E,인공지능(AI) 챗봇 서비스를 새로 도입해 사용자가 더욱 편하게 이용할 수 있게 했다.,소상공인 365는 64종에 달하는 공공·민간 데이터를 수집하고 융합해 ‘빅데이터 상권 분석’과 ‘내 가게 경영 진단’ 같은 서비스를 제공한다.,중소벤처기업부와 소상공인시장진흥공단은 예비 창업자와 소상공인에게 상권 분석 등 경영에 필요한 각종 데이터를 제공하는 ‘소상공인 365′ 플랫폼 서비스를 2일 시작한다.,False,"인공지능(AI) 챗봇 서비스 도입은 특정 서비스의 기능 추가를 설명하며, 이는 KOSIS에서 검증 가능한 수치나 통계적 변화와는 관련이 없습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
