claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,obj_l1_candidates,itm_id_candidates,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note
C08417,1090,"살아나지 않는 소비심리, 석달 만에 다시 하락세로",2025-03-25,https://www.chosun.com/economy/economy_general/2025/03/25/6PRSMZJN2RBKHMIEOXRDROBYPY,소비자심리지수가 넉 달 연속 100을 밑돈 건 2023년 12월 이후 15개월 만이다.,건수·개수,건수·개수; 날짜·시간,True,,"지수가 100보다 크면 장기 평균(2003~2024년)보다 긍정적, 이보다 작으면 부정적이라는 의미다.","당시는 코로나 팬데믹 이후 급하게 금리를 올린 여파로 고금리, 고물가의 부담이 가중되던 때다.","[2023, 12, 15]","['년', '월', '개']",['2023'],[],코로나19 이후 삶의 변화(tblId=DT_154013_24BB000301); 대학 입학 이후 휴학 경험(tblId=DT_154013_24BB005500); 대학 입학 이후 경험(tblId=DT_154013_24BB005601); 자살에 대한 국민 인식조사 인구학적 분포(tblId=DT_117094N_001N); 자살사고를 가진 사람을 돕는 것은 항상 가능하다(tblId=DT_117094N_002N),,,판단불가,301,DT_511Y002,13102134688CSI_CD.FME,13103134688999,M,"[Claude 검토] 한국은행 소비자동향조사(CSI, 월별) 매칭, 100 이하 지속기간 확인 가능 | obj_l1 수동 선택 필요(CSI코드별, 후보 37개 -> obj_l1_candidates 컬럼 참고) / 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: CSI분류코드별",13102134688CSI_CD.FMA:경제인식조사; 13102134688CSI_CD.FMAA:현재생활형편CSI; 13102134688CSI_CD.FMBA:생활형편전망CSI; 13102134688CSI_CD.FMCA:가계수입전망CSI; 13102134688CSI_CD.FMCCA:내구재 지출전망CSI; 13102134688CSI_CD.FMDA:현재가계저축CSI; 13102134688CSI_CD.FMDE:주택·상가가치전망CSI; 13102134688CSI_CD.FMFA:물가수준전망(1년후)CSI; 13102134688CSI_CD.FMAB:현재경기판단CSI; 13102134688CSI_CD.FMB:경제전망조사; 13102134688CSI_CD.FMBB:향후경기전망CSI; 13102134688CSI_CD.FMCB:소비지출전망CSI; 13102134688CSI_CD.FMCCB:의류비 지출전망CSI; 13102134688CSI_CD.FMDC:가계저축전망CSI; 13102134688CSI_CD.FMDF:토지·임야가치전망CSI; 13102134688CSI_CD.FMFB:주택가격전망CSI; 13102134688CSI_CD.FMBE:취업기회전망CSI; 13102134688CSI_CD.FMC:소비지출전망조사; 13102134688CSI_CD.FMCC:항목별 소비지출전망조사; 13102134688CSI_CD.FMCCC:외식비 지출전망CSI; 13102134688CSI_CD.FMDB:현재가계부채CSI; 13102134688CSI_CD.FMDG:금융저축가치전망CSI; 13102134688CSI_CD.FMFC:임금수준전망CSI; 13102134688CSI_CD.FMBG:금리수준전망CSI; 13102134688CSI_CD.FMCCD:여행비 지출전망CSI; 13102134688CSI_CD.FMD:가계저축 및 부채조사; 13102134688CSI_CD.FMDD:가계부채전망CSI; 13102134688CSI_CD.FMDH:주식가치전망CSI; 13102134688CSI_CD.FMFD:물가수준전망(6개월후)CSI(~2012.12월); 13102134688CSI_CD.FMCCE:교육비 지출전망CSI; 13102134688CSI_CD.FMF:물가전망조사; 13102134688CSI_CD.FMCCF:의료·보건비 지출전망CSI; 13102134688CSI_CD.FMG:자산가치전망조사(~2012.12월); 13102134688CSI_CD.FMCCG:교양·오락·문화생활비 지출전망CSI; 13102134688CSI_CD.FME:소비자심리지수; 13102134688CSI_CD.FMCCH:교통비 및 통신비 지출전망CSI; 13102134688CSI_CD.FMCCI:주거비 지출전망CSI,,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,100.0,,KOSIS 응답에 숫자 DT 값이 없음,판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요)
C08418,1090,"살아나지 않는 소비심리, 석달 만에 다시 하락세로",2025-03-25,https://www.chosun.com/economy/economy_general/2025/03/25/6PRSMZJN2RBKHMIEOXRDROBYPY,"당시 소비자심리지수는 97.2~99.8 수준으로, 최근 4개월(88.2~95.2)보다도 높았다.",건수·개수,건수·개수,True,,"당시는 코로나 팬데믹 이후 급하게 금리를 올린 여파로 고금리, 고물가의 부담이 가중되던 때다.",계엄 때 크게 꺾인 소비 심리는 좀처럼 회복되지 못하고 있다.,[4],['개'],[],[],이혼 경험이 있는 응답자의 최근 이혼 당시 해당 배우자와의 자녀 유무(tblId=DT_331001_2021AC029); 이혼 경험이 있는 기혼여성(19~49세)의 최근 이혼 당시 해당 배우자와의 자녀 유무(tblId=DT_331001_2021BC029); 잃어버린 당시 연령 및 아이를 찾은 경로(tblId=DT_117074_2023_A131); 잃어버린 당시 연령 및 아이를 찾은 경로(tblId=DT_117074_2018_A125); 잃어버릴 당시 연령(tblId=TX_117_2013_H209),,,판단불가,301,DT_511Y002,13102134688CSI_CD.FME,13103134688999,M,"[Claude 검토] 한국은행 소비자동향조사(CSI, 월별) 매칭, 과거 수치(97.2~99.8) 비교 확인 가능 | obj_l1 수동 선택 필요(CSI코드별, 후보 37개 -> obj_l1_candidates 컬럼 참고) / 분류축이 2개라 obj_l2 이상 추가 필요할 수 있음: CSI분류코드별",13102134688CSI_CD.FMA:경제인식조사; 13102134688CSI_CD.FMAA:현재생활형편CSI; 13102134688CSI_CD.FMBA:생활형편전망CSI; 13102134688CSI_CD.FMCA:가계수입전망CSI; 13102134688CSI_CD.FMCCA:내구재 지출전망CSI; 13102134688CSI_CD.FMDA:현재가계저축CSI; 13102134688CSI_CD.FMDE:주택·상가가치전망CSI; 13102134688CSI_CD.FMFA:물가수준전망(1년후)CSI; 13102134688CSI_CD.FMAB:현재경기판단CSI; 13102134688CSI_CD.FMB:경제전망조사; 13102134688CSI_CD.FMBB:향후경기전망CSI; 13102134688CSI_CD.FMCB:소비지출전망CSI; 13102134688CSI_CD.FMCCB:의류비 지출전망CSI; 13102134688CSI_CD.FMDC:가계저축전망CSI; 13102134688CSI_CD.FMDF:토지·임야가치전망CSI; 13102134688CSI_CD.FMFB:주택가격전망CSI; 13102134688CSI_CD.FMBE:취업기회전망CSI; 13102134688CSI_CD.FMC:소비지출전망조사; 13102134688CSI_CD.FMCC:항목별 소비지출전망조사; 13102134688CSI_CD.FMCCC:외식비 지출전망CSI; 13102134688CSI_CD.FMDB:현재가계부채CSI; 13102134688CSI_CD.FMDG:금융저축가치전망CSI; 13102134688CSI_CD.FMFC:임금수준전망CSI; 13102134688CSI_CD.FMBG:금리수준전망CSI; 13102134688CSI_CD.FMCCD:여행비 지출전망CSI; 13102134688CSI_CD.FMD:가계저축 및 부채조사; 13102134688CSI_CD.FMDD:가계부채전망CSI; 13102134688CSI_CD.FMDH:주식가치전망CSI; 13102134688CSI_CD.FMFD:물가수준전망(6개월후)CSI(~2012.12월); 13102134688CSI_CD.FMCCE:교육비 지출전망CSI; 13102134688CSI_CD.FMF:물가전망조사; 13102134688CSI_CD.FMCCF:의료·보건비 지출전망CSI; 13102134688CSI_CD.FMG:자산가치전망조사(~2012.12월); 13102134688CSI_CD.FMCCG:교양·오락·문화생활비 지출전망CSI; 13102134688CSI_CD.FME:소비자심리지수; 13102134688CSI_CD.FMCCH:교통비 및 통신비 지출전망CSI; 13102134688CSI_CD.FMCCI:주거비 지출전망CSI,,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,97.2,,KOSIS 응답에 숫자 DT 값이 없음,판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요)
C08861,1142,아직도 85㎡가 국민주택?…30여 년째 아파트 평형 그대로 [기고],2025-03-29,https://www.chosun.com/economy/realty/investment_trends/2025/03/29/GBRZ65TVFV3DWMHDGMX53BOOFY,당시 정부는 주택보급률이 60% 수준으로 심각한 부족 상태였기에 가능한 한 많은 국민에게 최소한의 주거 공간을 제공해야 했다.,비율·증감률,비율·증감률,True,,국민주택 규모 85㎡ 기준은 1988년 노태우 정부 시절 ‘주택 200만 호 건설 계획’과 함께 등장한 개념이다.,이에 따라 ‘작지만 효율적인’ 주택을 대량으로 공급하기 위해 85㎡ 이하를 국민주택으로 규정하고 각종 지원을 집중했다.,[60],['%'],[],[],,,,판단불가,116,DT_MLTM_592,,,Y,"[Claude 검토] 주택보급률(구주택보급률 계열) 매치. 시기상 (종전)주택보급률 표 해당 - 신주택보급률(DT_MLTM_2100)과 계열 상이하니 연도 확인 필요. | obj_l1 수동 선택 필요(구분, 후보 19개 -> obj_l1_candidates 컬럼 참고) / itm_id 수동 선택 필요(후보 3개 -> itm_id_candidates 컬럼 참고)",13102766977A.01:전국; 13102766977A.02:수도권; 13102766977A.03:서울; 13102766977A.04:지방; 13102766977A.05:부산; 13102766977A.06:대구; 13102766977A.07:인천; 13102766977A.08:광주; 13102766977A.09:대전; 13102766977A.10:울산; 13102766977A.11:경기; 13102766977A.12:강원; 13102766977A.13:충북; 13102766977A.14:충남; 13102766977A.15:전북; 13102766977A.16:전남; 13102766977A.17:경북; 13102766977A.18:경남; 13102766977A.19:제주,13103766977T1:가구수; 13103766977T2:주택수; 13103766977T3:보급률,130.7,2014,185.8,2014,-29.655543595263733,-55.10000000000002,,LEVEL,60.0,130.7,actual_value 컬럼 사용,불일치,0.5409334353481254,"claim=60.0, actual=130.7, 오차=0.541 (허용=0.05)"
C08974,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,31일 한국은행이 국회 기획재정위 박성훈 의원(국민의힘)과 행정안전위 양부남 의원(더불어민주당)에게 제출한 ‘개인사업자대출 세부 업권별 연체율’ 자료에 따르면 작년 4분기 말 저축은행 연체율(1개월 이상 연체 기준)은 11.7%로 집계됐다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,1 은행과 2금융권 여러 곳에서 최대한 돈을 빌린 자영업자들이 높은 대출 금리와 소비 부진 등으로 상환 불능 상태에 빠져들며 저축은행 업권에서는 연체율이 10년 내 가장 높은 수준까지 치솟았다.,이는 2015년 2분기(11.87%) 이후 9년 6개월 만에 가장 높은 수준이다.,"[31, 4, 1, 11.7]","['일', '분', '개', '%']",[],[],"의료서비스 만족도 (의원, 13세 이상 인구)(tblId=DT_1SSHE109R); 시도별 표시과목별 의원 현황(tblId=DT_HIRA47); 시군구별 표시과목별 의원 현황(tblId=DT_HIRA4G); 질병군 세부 분류별 진료비 심사실적(의원)(tblId=DT_LEE_33A); 질병군 분류별 요양급여비용 심사실적(의원)(tblId=DT_LEE_33)",,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 일자리행정통계(개인사업자의 연체율 총괄) 매칭, 저축은행 업권별 세부 확인 필요",,,0.98225,2024,0.64963,2023,51.20145313486136,0.3326199999999999,,LEVEL,11.7,0.98225,actual_value 컬럼 사용,불일치,10.911427844235174,"claim=11.7, actual=0.98225, 오차=10.911 (허용=0.05)"
C08975,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,이는 2015년 2분기(11.87%) 이후 9년 6개월 만에 가장 높은 수준이다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,31일 한국은행이 국회 기획재정위 박성훈 의원(국민의힘)과 행정안전위 양부남 의원(더불어민주당)에게 제출한 ‘개인사업자대출 세부 업권별 연체율’ 자료에 따르면 작년 4분기 말 저축은행 연체율(1개월 이상 연체 기준)은 11.7%로 집계됐다.,1년 전인 2023년 4분기(7.63%)보다도 4.07%포인트 높아졌다.,"[2015, 2, 11.87, 9, 6]","['년', '분', '%', '년', '개']",['2015'],[],"가구원 특성별 가장 의지가 되는 사람(tblId=DT_154001_2015_016); 배우자 선택 시 가장 중요하게 생각하는 요인(1순위, 2순위)(tblId=DT_154001_2015_024); 배우자 선택 시 가장 중요하게 생각하는 요인(1순위)(tblId=DT_154001_2015_025); 자녀양육의 가장 큰 어려움(tblId=DT_154001_2015_053); 자녀돌봄서비스가 가장 필요한 평일 시간대(tblId=DT_154001_2015_106)",,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 2015년 2분기 비교 확인 가능",,,0.98225,2024,0.64963,2023,51.20145313486136,0.3326199999999999,,LEVEL,11.87,0.98225,actual_value 컬럼 사용,불일치,11.084499872741155,"claim=11.87, actual=0.98225, 오차=11.084 (허용=0.05)"
C08976,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,1년 전인 2023년 4분기(7.63%)보다도 4.07%포인트 높아졌다.,비율·증감률,비율·증감률; 날짜·시간,True,,이는 2015년 2분기(11.87%) 이후 9년 6개월 만에 가장 높은 수준이다.,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,"[1, 2023, 4, 7.63, 4.07]","['년', '년', '분', '%', '%']",['2023'],[],주양육자의 만성질환 현재(최근 1년) 치료여부(tblId=DT_117074_2023_A006); 아동의 지난 1년 동안의 무단결석 및 가출경험(9-17세)(tblId=DT_117074_2023_A124); 최근 1년 동안 도움 경험(tblId=DT_154013_24AA002001); 최근 1년 동안 가구 월평균 소득(tblId=DT_154013_24AA002101); 최근 1년 동안 가구 월평균 생활비(tblId=DT_154013_24AA002102),,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 2023년 4분기 비교 확인 가능",,,0.64963,2023,0.35917,2022,80.86978311106164,0.29046000000000005,,POINT_CHANGE,4.07,0.29046000000000005,actual_change_point 컬럼 사용(전기대비 계산값),불일치,3.7795400000000003,"claim=4.07, actual=0.29046000000000005, 오차=3.780 (허용=0.3)"
C08977,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,1년 전인 2023년 4분기(7.63%)보다도 4.07%포인트 높아졌다.,개인사업자의 보험사 연체율(1.46%) 역시 2019년 2분기(1.48%) 이후 5년 6개월 내 최고점이다.,"[3.67, 2014, 2, 3.69, 10, 6]","['%', '년', '분', '%', '년', '개']",['2014'],[],"인터넷의 폭력 경험(사이버 공간(게시판 댓글, 채팅 등)에서 따돌림을 당함)(2013)(tblId=DT_ES40201N_086); 결혼이민자/귀화자 등이 지난 1년 동안 공공기관(동사무소, 경찰서 등)에서 차별 받은 정도(tblId=DT_MOGE_1001301058); 결혼이민자·귀화자 등의 공공기관(동사무소, 경찰서 등)에서 차별받은 정도(tblId=DT_117079_12BB002029); 사이버 비행행동을 가한 경험(온라인(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기)(tblId=DT_402002_2023U003); 사이버 비행행동을 가한 시기(사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기)(중복응답)(tblId=DT_402002_2023U009)",,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 여신전문금융업권 세부 확인 필요",,,0.98225,2024,0.64963,2023,51.20145313486136,0.3326199999999999,,LEVEL,3.67,0.98225,actual_value 컬럼 사용,불일치,2.736319674217358,"claim=3.67, actual=0.98225, 오차=2.736 (허용=0.05)"
C08978,1160,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,개인사업자의 보험사 연체율(1.46%) 역시 2019년 2분기(1.48%) 이후 5년 6개월 내 최고점이다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,자영업 대출자 10명 가운데 6명은 3곳 이상에서 대출받아 더 이상 돌려막기조차 힘든 다중채무자로 잡힌다.,"[1.46, 2019, 2, 1.48, 5, 6]","['%', '년', '분', '%', '년', '개']",['2019'],[],개인사업자의 연체율 총괄(tblId=DT_1PB_1011); 개인사업자의 성별 대출 연체율(tblId=DT_1PB_1012); 개인사업자의 연령별 대출 연체율(tblId=DT_1PB_1013); 개인사업자의 산업분류별 대출 연체율(tblId=DT_1PB_1014); 개인사업자의 매출액별 대출 연체율(tblId=DT_1PB_1015),,,판단불가,101,DT_1PB_1011,11,T10,Q,"[Claude 검토] 통계청 개인사업자 연체율 총괄 매칭, 보험업권 세부 확인 필요",,,0.42454,2019,0.33065,2018,28.395584454861627,0.09388999999999997,,LEVEL,1.46,0.42454,actual_value 컬럼 사용,불일치,2.439016347105102,"claim=1.46, actual=0.42454, 오차=2.439 (허용=0.05)"
C09015,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,"31일 통계청이 발표한 ‘2월 산업활동동향’에 따르면, 지난달 전(全)산업 생산지수는 111.7로 전월 대비 0.6% 증가했다.",비율·증감률,비율·증감률; 날짜·시간,True,,"1월 설 연휴로 생산 등이 줄어들었다가, 지난달은 특별한 휴일이 없어 다시 전월 대비 경기 수치가 개선되는 등 부침을 보이는 것으로 풀이된다.",1월에는 3% 감소했었다.,"[31, 2, 0.6]","['일', '월', '%']",[],[],종사자의 국제결혼중개업자 대상 교육 여부 : 2020년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002000); 종사자의 국제결혼중개업자 대상 교육 여부 : 2021년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002100); 종사자의 국제결혼중개업자 대상 교육 여부 : 2022년 1월 1일 ~ 12월 31일(tblId=DT_154017_24CC002200); 기업경영상 애로요인(복수응답)(tblId=DT_A10120); 중소제조업 평균가동률(10년1월이후)(tblId=DT_A10121),,,판단불가,101,DT_1JH20202,1,T1,M,"[Claude 검토] 통계청 전산업생산지수(계절조정, 월별) 매칭, 2월 전월대비 증감률(0.6%) 확인 가능 | obj_l1 수동 선택 필요(산업별 지수, 후보 6개 -> obj_l1_candidates 컬럼 참고)",1:전산업생산지수; 1A:농림어업; 1B:광공업; 1D:건설업; 1C:서비스업; 1E:공공행정,,117.7,202605,118,202604,-0.2542372881355908,-0.29999999999999716,,CHANGE_RATE,0.6,-0.2542372881355908,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,0.8542372881355909,"claim=0.6, actual=-0.2542372881355908, 오차=0.854 (허용=0.3)"
C09018,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,다만 내수 경기와 직결된 숙박·음식점업 생산은 3% 감소한 모습을 보였다.,비율·증감률,비율·증감률,True,경기,"전자부품(9.1%)과 전기장비(6%) 등 생산이 늘어나면서 제조업 생산이 0.8% 증가했고, 자동차 판매(9.5%) 등 도·소매업(6.5%)과 금융·보험(2.3%) 생산 증가에 힘입어 서비스업 생산도 전월 대비 0.5% 늘었다.",지난달 물품 소비에 해당하는 소매판매는 통신기기와 컴퓨터 등 내구재(13.2%) 소비가 늘면서 전월 대비 1.5% 늘었다.,[3],['%'],[],['경기'],"현 거주지별/성별/통근통학지별 통근통학 인구(서울, 인천, 경기)(12세 이상)-시군구(tblId=DT_1PA2005); 현 거주지별/성별/통근통학지별 통근통학 인구(서울, 인천, 경기)(12세 이상)-시군구(tblId=DT_1PA1505); 현 거주지, 성 및 통근통학지별 통근통학 인구(서울, 인천, 경기)(12세 이상)-시군구(tblId=DT_1PA1006); 성/현거주지/통근통학지별 통근·통학 인구(서울,인천,경기-시군구)(tblId=DT_1T05131); 성/현거주지/통근학지별 통근·통학인구(서울,인천,경기)(12세(tblId=DT_1TOOO09)",,,판단불가,101,DT_1KC2020,T,T2,M,"[Claude 검토] 산업활동동향(서비스업생산지수, 숙박음식점업) 매치. 산업별 서비스업생산지수. | itm_id 수동 선택 필요(후보 3개 -> itm_id_candidates 컬럼 참고)",,T1:경상지수; T2:불변지수; T3:계절조정지수,124.4,202605,122.8,202604,1.3029315960912122,1.6000000000000085,,CHANGE_RATE,3.0,1.3029315960912122,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,1.6970684039087878,"claim=3.0, actual=1.3029315960912122, 오차=1.697 (허용=0.3)"
C09021,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,특히 자동차 소비는 13.2% 증가하며 그간 소비 부진이 개선된 모습이었다.,비율·증감률,비율·증감률,True,,이는 지난해 말부터 내구재 판매가 부진했던 기저효과에 신학기를 맞은 전자기기 수요 증가가 맞물린 결과로 풀이된다.,지난달 설비투자는 반도체 제조용 기계 등 기계류 투자를 중심으로 전반적인 투자 규모가 늘어나면서 전월 대비 18.7% 증가했다.,[13.2],['%'],[],[],"젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_117094N_020N); 젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_11794N_020); 사회안전에 대한 인식도(노약자,어린이가 자동차 위험없이 안전하게 보행)(tblId=DT_1WCC73); 자동차 요일제 참여(가구주, 19세 이상 인구)(tblId=DT_1SSEN080R); 자동차 운전 여부(19세 이상 인구 )(tblId=DT_1SSEN090R)",,,판단불가,101,DT_1K41012,G0,T3,M,"[Claude 검토] 산업활동동향(소매판매액지수, 승용차/자동차 소비) 매치. 자동 후보는 무관한 자살 관련 설문이라 자체 검색으로 대체. | itm_id 수동 선택 필요(후보 3개 -> itm_id_candidates 컬럼 참고) | 자동차(상품군) 세부 obj_l1 재검토 필요(자동 선택된 합계코드일 수 있음)",,T1:경상지수; T2:불변지수; T3:계절조정지수,103.5,202605,103.4,202604,0.09671179883945291,0.09999999999999432,,CHANGE_RATE,13.2,0.09671179883945291,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,13.103288201160547,"claim=13.2, actual=0.09671179883945291, 오차=13.103 (허용=0.3)"
C09022,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,지난달 설비투자는 반도체 제조용 기계 등 기계류 투자를 중심으로 전반적인 투자 규모가 늘어나면서 전월 대비 18.7% 증가했다.,비율·증감률,비율·증감률,True,,특히 자동차 소비는 13.2% 증가하며 그간 소비 부진이 개선된 모습이었다.,직전 달인 1월 15.7% 감소했던 것에서 한 달 만에 크게 반등한 것이다.,[18.7],['%'],[],[],[전문디자인업체]2014년 디자인 투자 - 디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2015_A075); [디자인활용업체]2014년 디자인 투자 - 디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2015_A034); [디자인활용업체]2013년 디자인 투자_디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2014_A128); [전문디자인업체]2013년 디자인 투자_디자인 기계/장치 및 소프트웨어(tblId=DT_11526N_2014_A036); [디자인활용업체]디자인 투자-디자인 기계/장치 및 소프트웨어(2012)(tblId=DT_11526N_2012_A044),,,판단불가,101,DT_1F70011,C,T5,M,[Claude 검토] 산업활동동향(설비투자지수) 매치. 자동 후보는 무관한 디자인투자 통계라 자체 검색으로 대체. | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고),,T3:원지수; T5:계절조정지수,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),CHANGE_RATE,18.7,,KOSIS 응답에 숫자 DT 값이 없음,판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요)
C09023,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,직전 달인 1월 15.7% 감소했던 것에서 한 달 만에 크게 반등한 것이다.,비율·증감률,비율·증감률; 날짜·시간,True,,지난달 설비투자는 반도체 제조용 기계 등 기계류 투자를 중심으로 전반적인 투자 규모가 늘어나면서 전월 대비 18.7% 증가했다.,"다만 건설 수주액은 전년 동월 대비 6.9% 감소해, 향후 건설업 경기에 대한 우려도 남겼다.","[1, 15.7]","['월', '%']",[],[],직전 사업유지 (운영)기간(tblId=DT_1DE6035S); 직전 사업유지 (운영)기간(농림어업제외)(tblId=DT_1DE6061S); 직전 사업유지 (운영)기간(농림어업제외)(tblId=DT_1DE6061); 현재 체류자격 직전 체류자격과 현재 체류자격 비교(이민자)(tblId=DT_2FK007R); 출산 직전 취업상황 및 복귀여부(tblId=DT_117101_2023A066),,,판단불가,101,DT_1F70011,C,T5,M,[Claude 검토] 설비투자지수(전월비) 매치. C09022와 연결된 문장(직전달 -15.7%->이번달 +18.7%). | itm_id 수동 선택 필요(후보 2개 -> itm_id_candidates 컬럼 참고),,T3:원지수; T5:계절조정지수,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),CHANGE_RATE,15.7,,KOSIS 응답에 숫자 DT 값이 없음,판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요)
